"","1","2","3","4","5","6","7","8"
"""authoriing"",",0,0,0,0,1,0,0,0
"""authoring"",",0,0,0,0,5,0,0,0
"""bank"",",0,0,0,0,1,0,0,0
"""barely"",",0,0,0,0,1,0,0,0
"""basics"",",0,0,0,0,1,0,0,0
"""bathroom"",",0,0,0,0,1,0,0,0
"""beauty"",",0,0,0,0,1,0,0,0
"""benefit"",",0,0,0,0,1,0,0,0
"""bick"",",0,0,0,0,2,0,0,0
"""bit"",",0,0,0,0,2,0,0,0
"""black"",",0,0,0,0,1,0,0,0
"""blinks"",",0,0,0,0,1,0,0,0
"""board"",",0,0,0,0,8,0,0,0
"""boaring"",",0,0,0,0,1,0,0,0
"""body"",",0,0,0,0,1,1,0,0
"""brand"",",0,0,0,0,2,0,0,0
"""buggy"",",0,0,0,0,1,0,0,0
"""busy"",",0,0,0,0,1,0,0,0
"""buy"",",0,0,0,0,1,1,0,0
"""cameraman"",",0,0,0,0,1,0,0,0
"""care"",",0,0,0,0,1,1,0,0
"""certificate"",",0,0,0,0,1,0,0,0
"""changing"",",0,0,0,0,2,1,0,0
"""child"",",0,0,0,0,1,1,2,0
"""choice"",",0,0,0,0,2,0,0,0
"""circuit"",",0,0,0,0,1,0,0,0
"""class"",",0,0,0,0,4,0,0,0
"""clean"",",0,0,0,0,2,0,0,0
"""click"",",0,0,0,0,1,0,0,0
"""clicking"",",0,0,0,0,1,0,0,0
"""client"",",0,0,0,0,2,0,0,0
"""clients"",",0,0,0,0,3,0,0,0
"""clipart"",",0,0,0,0,1,0,0,0
"""closed"",",0,0,0,0,1,0,0,0
"""cloud"",",0,0,0,0,1,0,0,0
"""cognitive"",",0,0,0,0,2,1,0,0
"""colleagues"",",0,0,0,0,1,0,0,0
"""comfortable"",",0,0,0,0,1,0,0,0
"""comments"",",0,0,0,0,1,0,0,0
"""commercial"",",0,0,0,0,1,0,0,0
"""complaint"",",0,0,0,0,1,0,0,0
"""compliment"",",0,0,0,0,1,0,0,0
"""conceived"",",0,0,0,0,1,0,0,0
"""concept"",",0,0,0,0,2,0,0,0
"""condition"",",0,0,0,0,1,0,0,0
"""contact"",",0,0,0,0,1,0,0,0
"""continue"",",0,0,0,0,1,0,0,1
"""continues"",",0,0,0,0,1,0,0,0
"""control"",",0,0,0,0,1,0,0,0
"""conversation"",",0,0,0,0,1,0,1,0
"""convince"",",0,0,0,0,1,0,0,0
"""copyright"",",0,0,0,0,1,0,0,0
"""costs"",",0,0,0,0,1,0,0,0
"""counting"",",0,0,0,0,1,0,0,0
"""countless"",",0,0,0,0,2,0,0,0
"""couple"",",0,0,0,0,2,0,0,0
"""created"",",0,0,0,0,1,0,2,0
"""creator"",",0,0,0,0,1,0,0,0
"""curriculum"",",0,0,0,0,2,0,0,0
"""curve"",",0,0,0,0,2,0,0,0
"""customer"",",0,0,0,0,3,0,0,1
"""customizations"",",0,0,0,0,1,0,0,0
"""dad"",",0,0,0,0,3,1,0,0
"""dangerous"",",0,0,0,0,1,0,0,0
"""data"",",0,0,0,0,2,0,0,0
"""dayhab"",",0,0,0,0,1,0,0,0
"""degenerative"",",0,0,0,0,1,0,0,0
"""delete"",",0,0,0,0,2,1,4,0
"""deleting"",",0,0,0,0,1,0,0,1
"""detailed"",",0,0,0,0,1,0,0,0
"""developing"",",0,0,0,0,2,0,0,0
"""dining"",",0,0,0,0,1,0,0,0
"""disabilities"",",0,0,0,0,7,1,0,0
"""disapears"",",0,0,0,0,1,0,0,0
"""diverse"",",0,0,0,0,1,0,0,0
"""djs"",",0,0,0,0,1,0,0,0
"""doors"",",0,0,0,0,2,0,0,0
"""downloaded"",",0,0,0,0,2,0,0,0
"""downsides"",",0,0,0,0,1,0,0,0
"""drawings"",",0,0,0,0,2,0,0,0
"""dropbox"",",0,0,0,0,1,0,0,0
"""dropped"",",0,0,0,0,1,0,0,0
"""dwelling"",",0,0,0,0,1,0,0,0
"""earned"",",0,0,0,0,1,0,0,0
"""easier"")",0,0,0,0,1,0,0,0
"""easier"",",0,0,0,0,4,0,2,1
"""ed"",",0,0,0,0,1,0,0,0
"""edit"",",0,0,0,0,2,0,2,0
"""education"",",0,0,0,0,1,0,0,1
"""encountered"",",0,0,0,0,1,0,0,0
"""endless"",",0,0,0,0,1,0,0,0
"""engages"",",0,0,0,0,2,0,0,0
"""enjoys"",",0,0,0,0,1,0,0,0
"""entities"",",0,0,0,0,1,0,0,0
"""evaluate"",",0,0,0,0,1,0,0,0
"""event"",",0,0,0,0,1,0,0,0
"""examble"",",0,0,0,0,1,0,0,0
"""excellent"",",0,0,0,0,2,0,0,0
"""experimented"",",0,0,0,0,1,0,0,0
"""explore"",",0,0,0,0,1,0,0,0
"""extra"",",0,0,0,0,1,0,1,1
"""extremely"",",0,0,0,0,1,1,0,0
"""eye"",",0,0,0,0,3,0,0,0
"""eyes"",",0,0,0,0,1,1,0,0
"""facilitated"",",0,0,0,0,1,0,0,0
"""facilitator's"",",0,0,0,0,1,0,0,0
"""facilities"",",0,0,0,0,1,0,0,0
"""families"",",0,0,0,0,1,0,0,0
"""fast"",",0,0,0,0,1,1,0,0
"""faster"",",0,0,0,0,2,0,1,0
"""feelings"",",0,0,0,0,1,0,0,0
"""field"",",0,0,0,0,2,0,1,0
"""figure"",",0,0,0,0,1,3,0,0
"""finger"",",0,0,0,0,1,0,0,0
"""fit"",",0,0,0,0,2,0,0,0
"""fixed"",",0,0,0,0,1,0,0,0
"""flat"",",0,0,0,0,1,0,0,0
"""flipping"",",0,0,0,0,1,0,0,0
"""follow"",",0,0,0,0,1,0,0,0
"""foods"",",0,0,0,0,1,1,0,0
"""form"",",0,0,0,0,1,0,0,0
"""forward"",",0,0,0,0,1,0,0,0
"""found"",",0,0,0,0,5,2,0,0
"""framework"",",0,0,0,0,1,0,0,0
"""friends"",",0,0,0,0,2,1,2,0
"""future"",",0,0,0,0,1,1,0,0
"""galore"",",0,0,0,0,1,0,0,0
"""gaze"",",0,0,0,0,2,0,0,0
"""goals"",",0,0,0,0,1,0,0,0
"""granddaughter's"",",0,0,0,0,1,0,0,0
"""grandson"",",0,0,0,0,1,0,0,0
"""greet"",",0,0,0,0,1,0,0,0
"""guide"",",0,0,0,0,1,0,0,0
"""guys"",",0,0,0,0,2,0,0,0
"""hate"",",0,0,0,0,1,0,0,0
"""hear"",",0,0,0,0,1,0,1,0
"""held"",",0,0,0,0,1,0,0,0
"""helped"",",0,0,0,0,1,4,0,0
"""helpfully"",",0,0,0,0,1,0,0,0
"""hierarchy"",",0,0,0,0,2,0,0,0
"""highly"",",0,0,0,0,3,4,0,0
"""homework"",",0,0,0,0,1,0,0,0
"""hours"",",0,0,0,0,2,0,0,0
"""idea"",",0,0,0,0,2,0,0,0
"""ideas"",",0,0,0,0,1,0,0,0
"""iep"",",0,0,0,0,1,0,0,0
"""imagine"",",0,0,0,0,1,0,0,0
"""immediately"",",0,0,0,0,1,0,0,0
"""implented"",",0,0,0,0,1,0,0,0
"""implimentation"",",0,0,0,0,1,0,0,0
"""import"",",0,0,0,0,1,0,0,0
"""importance"",",0,0,0,0,1,0,0,0
"""importing"",",0,0,0,0,1,0,0,0
"""incorrect"",",0,0,0,0,1,0,0,0
"""incredibly"",",0,0,0,0,1,0,0,1
"""independent"",",0,0,0,0,2,0,0,0
"""independently"",",0,0,0,0,1,0,2,0
"""individualized"",",0,0,0,0,1,0,0,0
"""inexpensive"",",0,0,0,0,1,0,0,0
"""infantile"",",0,0,0,0,1,0,0,0
"""infrared"",",0,0,0,0,1,0,0,0
"""initial"",",0,0,0,0,1,0,0,0
"""installed"",",0,0,0,0,1,0,0,0
"""instantly"",",0,0,0,0,2,0,0,0
"""instructions"",",0,0,0,0,2,0,0,0
"""intellectual"",",0,0,0,0,1,0,0,0
"""intelligently"",",0,0,0,0,1,0,0,0
"""interact"",",0,0,0,0,1,0,0,0
"""intuitive"",",0,0,0,0,1,0,0,2
"""investing"",",0,0,0,0,1,0,0,0
"""ipads"",",0,0,0,0,1,0,0,0
"""ironic"",",0,0,0,0,1,0,0,0
"""issue"",",0,0,0,0,2,1,0,0
"""items"",",0,0,0,0,1,1,0,0
"""jumped"",",0,0,0,0,1,0,0,0
"""june"",",0,0,0,0,1,0,0,0
"""kevin"",",0,0,0,0,1,0,0,0
"""keyword"",",0,0,0,0,1,0,0,0
"""layed"",",0,0,0,0,1,0,0,0
"""layers"",",0,0,0,0,1,0,0,0
"""lcd"",",0,0,0,0,2,0,0,0
"""learners"",",0,0,0,0,1,1,0,0
"""level"",",0,0,0,0,3,0,0,1
"""light"",",0,0,0,0,1,0,0,0
"""lighting"",",0,0,0,0,1,0,0,0
"""lightning"",",0,0,0,0,1,0,0,0
"""liking"",",0,0,0,0,1,0,0,0
"""limited"",",0,0,0,0,1,0,0,1
"""listen"",",0,0,0,0,1,0,0,1
"""listens"",",0,0,0,0,1,1,0,0
"""lite"",",0,0,0,0,2,0,0,0
"""locate"",",0,0,0,0,1,0,0,0
"""log"",",0,0,0,0,1,0,0,0
"""logged"",",0,0,0,0,1,0,0,0
"""looked"",",0,0,0,0,1,0,0,0
"""loop"",",0,0,0,0,1,0,0,0
"""lots"",",0,0,0,0,1,0,0,1
"""love"",",0,0,0,0,9,4,1,1
"""loved"",",0,0,0,0,1,1,0,0
"""loves"",",0,0,0,0,1,1,0,0
"""lowest"",",0,0,0,0,1,0,0,0
"""luck"",",0,0,0,0,1,0,0,0
"""magical"",",0,0,0,0,1,0,0,0
"""main"",",0,0,0,0,1,0,1,1
"""makes"",",0,0,0,0,2,0,0,1
"""manual"",",0,0,0,0,1,0,0,0
"""mastered"",",0,0,0,0,1,0,0,0
"""mates"",",0,0,0,0,1,0,0,0
"""matter"",",0,0,0,0,1,0,0,0
"""mc"",",0,0,0,0,2,0,0,0
"""menu"",",0,0,0,0,1,0,0,0
"""mimic"",",0,0,0,0,2,0,0,0
"""mirroring"",",0,0,0,0,1,0,0,0
"""miss"",",0,0,0,0,1,0,0,0
"""missing"",",0,0,0,0,1,0,0,0
"""mobile's"",",0,0,0,0,1,0,0,0
"""modify"",",0,0,0,0,1,0,0,0
"""mom"",",0,0,0,0,1,1,0,0
"""money"",",0,0,0,0,2,0,0,0
"""month"",",0,0,0,0,1,0,0,0
"""mouse"",",0,0,0,0,1,0,0,0
"""movement"",",0,0,0,0,1,0,0,0
"""movies"",",0,0,0,0,2,0,0,0
"""myriads"",",0,0,0,0,1,0,0,0
"""naturally"",",0,0,0,0,1,0,0,1
"""nice"",",0,0,0,0,1,0,0,0
"""nonverbal"",",0,0,0,0,1,2,0,1
"""noticed"",",0,0,0,0,1,0,0,0
"""noverbal"",",0,0,0,0,1,0,0,0
"""novice"",",0,0,0,0,1,0,0,0
"""opinion"",",0,0,0,0,1,0,0,0
"""option"",",0,0,0,0,3,0,8,0
"""oral"",",0,0,0,0,1,0,0,0
"""originally"",",0,0,0,0,1,1,0,0
"""package"",",0,0,0,0,1,0,0,0
"""pain"",",0,0,0,0,1,0,1,0
"""paraeducator"",",0,0,0,0,1,0,0,0
"""password"",",0,0,0,0,3,0,0,0
"""past"",",0,0,0,0,1,1,0,0
"""paste"",",0,0,0,0,1,0,1,0
"""pasting"",",0,0,0,0,1,0,0,0
"""pathologists"",",0,0,0,0,1,0,0,0
"""patient"",",0,0,0,0,2,0,0,0
"""patients"",",0,0,0,0,4,0,0,0
"""percent"",",0,0,0,0,1,0,0,0
"""perfect"",",0,0,0,0,3,1,0,0
"""perfectly"",",0,0,0,0,1,0,0,0
"""photographed"",",0,0,0,0,1,0,0,0
"""pick"",",0,0,0,0,1,2,0,0
"""picking"",",0,0,0,0,1,1,0,1
"""picture"",",0,0,0,0,4,1,0,1
"""pioneers"",",0,0,0,0,1,0,0,0
"""plus.i"",",0,0,0,0,1,0,0,0
"""pokey"",",0,0,0,0,1,0,0,0
"""possessions"",",0,0,0,0,1,0,0,0
"""pratt"",",0,0,0,0,1,0,0,0
"""press"",",0,0,0,0,1,0,0,0
"""pressed"",",0,0,0,0,1,0,0,0
"""pretty"",",0,0,0,0,3,0,0,0
"""price"",",0,0,0,0,1,0,0,1
"""priceless"",",0,0,0,0,1,0,0,0
"""process"",",0,0,0,0,1,0,0,0
"""product"",",0,0,0,0,1,0,0,0
"""programs"",",0,0,0,0,1,0,0,0
"""projector"",",0,0,0,0,1,0,0,0
"""prompts"",",0,0,0,0,1,0,0,0
"""pull"",",0,0,0,0,1,0,0,0
"""pump"",",0,0,0,0,1,0,0,0
"""realize"",",0,0,0,0,1,0,0,0
"""realm"",",0,0,0,0,2,0,0,0
"""reason"",",0,0,0,0,1,3,0,0
"""recommend"",",0,0,0,0,3,5,0,0
"""recreational"",",0,0,0,0,1,0,0,0
"""redirected"",",0,0,0,0,1,0,0,0
"""referred"",",0,0,0,0,1,0,0,0
"""rehab"",",0,0,0,0,1,0,0,0
"""remedied"",",0,0,0,0,1,0,0,0
"""remember"",",0,0,0,0,1,0,0,0
"""remotely"",",0,0,0,0,1,0,0,0
"""replicate"",",0,0,0,0,1,0,0,0
"""reports"",",0,0,0,0,1,0,0,0
"""request"",",0,0,0,0,1,0,0,0
"""resolved"",",0,0,0,0,2,0,0,0
"""responding"",",0,0,0,0,1,0,0,0
"""response"",",0,0,0,0,1,0,0,0
"""responsive"",",0,0,0,0,1,0,0,0
"""responsiveness"",",0,0,0,0,1,0,0,0
"""restaurant"",",0,0,0,0,2,0,0,0
"""restaurants"",",0,0,0,0,1,0,0,0
"""restrictions"",",0,0,0,0,1,0,0,0
"""return"",",0,0,0,0,1,0,0,0
"""revolutionizes"",",0,0,0,0,2,0,0,0
"""revolutionizing"",",0,0,0,0,1,0,0,0
"""rock"",",0,0,0,0,1,0,0,0
"""run"",",0,0,0,0,1,0,0,0
"""schedules"",",0,0,0,0,1,0,0,0
"""scoured"",",0,0,0,0,1,0,0,0
"""searches"",",0,0,0,0,1,0,0,0
"""seizures"",",0,0,0,0,1,0,0,0
"""selected"",",0,0,0,0,1,0,0,0
"""selects"",",0,0,0,0,1,0,0,0
"""sense"",",0,0,0,0,1,0,0,0
"""serve"",",0,0,0,0,1,0,0,0
"""serving"",",0,0,0,0,1,0,0,0
"""severe"",",0,0,0,0,2,0,0,0
"""significant"",",0,0,0,0,2,0,0,0
"""slightly"",",0,0,0,0,1,1,0,0
"""slow"",",0,0,0,0,1,1,0,0
"""slp"",",0,0,0,0,2,0,0,0
"""son"",",0,0,0,0,4,7,0,1
"""sound"",",0,0,0,0,3,0,0,1
"""sounds"",",0,0,0,0,1,0,0,0
"""space"",",0,0,0,0,1,0,0,0
"""specialist"",",0,0,0,0,1,0,0,0
"""square"",",0,0,0,0,1,0,0,0
"""staff"",",0,0,0,0,3,0,1,0
"""stage"",",0,0,0,0,1,0,0,0
"""start"",",0,0,0,0,1,2,0,0
"""starts"",",0,0,0,0,1,0,0,0
"""stolen"",",0,0,0,0,1,0,0,0
"""straight"",",0,0,0,0,1,0,0,0
"""struggle"",",0,0,0,0,1,0,0,0
"""student"",",0,0,0,0,8,1,2,0
"""student's"",",0,0,0,0,1,0,0,0
"""students"",",0,0,0,0,16,0,11,3
"""stuff"",",0,0,0,0,1,0,0,0
"""stumbled"",",0,0,0,0,1,0,0,0
"""subjects"",",0,0,0,0,1,0,0,0
"""successfully"",",0,0,0,0,1,0,0,0
"""swiftly"",",0,0,0,0,2,0,0,0
"""symbolix"",",0,0,0,0,1,0,0,0
"""synced"",",0,0,0,0,1,0,0,0
"""synchronized"",",0,0,0,0,1,0,0,0
"""synth"",",0,0,0,0,1,0,0,0
"""systems"",",0,0,0,0,1,0,0,0
"""tap"",",0,0,0,0,1,0,0,0
"""teach"",",0,0,0,0,1,0,0,0
"""teacher"",",0,0,0,0,2,0,0,1
"""technical"",",0,0,0,0,1,0,0,0
"""testing"",",0,0,0,0,1,0,0,0
"""therapist"",",0,0,0,0,3,1,0,0
"""thousands"",",0,0,0,0,1,0,0,0
"""thrilled"",",0,0,0,0,1,0,0,0
"""throwing"",",0,0,0,0,1,0,0,0
"""times"",",0,0,0,0,1,0,1,0
"""tiny"",",0,0,0,0,1,0,0,0
"""tools"",",0,0,0,0,6,1,0,0
"""totally"",",0,0,0,0,1,1,0,0
"""trained"",",0,0,0,0,1,0,0,0
"""training"",",0,0,0,0,2,0,1,0
"""tricky"",",0,0,0,0,1,0,0,0
"""true"",",0,0,0,0,1,0,0,0
"""tutorials"",",0,0,0,0,2,0,0,0
"""typed"",",0,0,0,0,1,1,0,0
"""unable"",",0,0,0,0,1,0,0,2
"""units"",",0,0,0,0,1,0,0,0
"""update"",",0,0,0,0,2,1,0,3
"""updates"",",0,0,0,0,1,0,1,0
"""usable"",",0,0,0,0,1,0,0,0
"""username"",",0,0,0,0,1,0,0,0
"""visually"",",0,0,0,0,1,0,0,0
"""vjs"",",0,0,0,0,1,0,0,0
"""voila"",",0,0,0,0,1,0,0,0
"""watched"",",0,0,0,0,1,0,0,0
"""websites"",",0,0,0,0,1,0,0,0
"""weed"",",0,0,0,0,1,0,0,0
"""weekend"",",0,0,0,0,1,0,0,0
"""white"",",0,0,0,0,1,1,0,0
"""wink"",",0,0,0,0,1,0,0,0
"""wonderful"",",0,0,0,0,4,0,0,0
"""workarounds"",",0,0,0,0,1,0,0,0
"""worth"",",0,0,0,0,1,1,0,0
"""wow"",",0,0,0,0,1,0,0,0
"""yogurt"",",0,0,0,0,1,0,0,0
"c(""classroom"",",0,0,0,0,1,0,0,0
"""1,000"",",0,0,0,0,0,1,0,0
"""14"",",0,0,0,0,0,1,0,0
"""6x8"",",0,0,0,0,0,1,0,0
"""7,000"",",0,0,0,0,0,1,0,0
"""activity"",",0,0,0,0,0,1,0,0
"""address"",",0,0,0,0,0,1,0,0
"""adulthood"",",0,0,0,0,0,1,0,0
"""adults"",",0,0,0,0,0,1,1,0
"""alphas"",",0,0,0,0,0,1,0,0
"""amount"",",0,0,0,0,0,1,1,0
"""amplified"",",0,0,0,0,0,1,0,0
"""appears"",",0,0,0,0,0,1,0,0
"""assist"",",0,0,0,0,0,1,0,0
"""authentic"",",0,0,0,0,0,1,0,0
"""autistic"",",0,0,0,0,0,7,1,0
"""avail"",",0,0,0,0,0,1,0,0
"""avenues"",",0,0,0,0,0,1,0,0
"""awesome"",",0,0,0,0,0,2,0,0
"""becuase"",",0,0,0,0,0,1,0,0
"""behavior"",",0,0,0,0,0,3,0,0
"""beverage"",",0,0,0,0,0,1,0,0
"""birthday"",",0,0,0,0,0,1,0,0
"""blind"",",0,0,0,0,0,1,0,0
"""brothers"",",0,0,0,0,0,1,0,0
"""changer"",",0,0,0,0,0,1,0,0
"""characteristics"",",0,0,0,0,0,1,0,0
"""circumstances"",",0,0,0,0,0,1,0,0
"""closes"",",0,0,0,0,0,1,0,0
"""cognitively"",",0,0,0,0,0,1,0,0
"""college"",",0,0,0,0,0,1,1,0
"""compared"",",0,0,0,0,0,1,0,0
"""complex"",",0,0,0,0,0,1,1,0
"""constructing"",",0,0,0,0,0,1,0,0
"""converted"",",0,0,0,0,0,1,0,0
"""courage"",",0,0,0,0,0,1,0,0
"""cover"",",0,0,0,0,0,1,0,0
"""crazy"",",0,0,0,0,0,1,0,0
"""criticism"",",0,0,0,0,0,1,0,0
"""crucial"",",0,0,0,0,0,1,0,0
"""dark"",",0,0,0,0,0,1,0,0
"""deaf"",",0,0,0,0,0,1,0,0
"""decided"",",0,0,0,0,0,1,0,0
"""degree"",",0,0,0,0,0,2,0,0
"""delay"",",0,0,0,0,0,1,0,0
"""delight"",",0,0,0,0,0,1,0,0
"""developer"",",0,0,0,0,0,1,0,0
"""device’s"",",0,0,0,0,0,1,0,1
"""dialect"",",0,0,0,0,0,1,0,0
"""dimmer"",",0,0,0,0,0,1,0,0
"""disability"",",0,0,0,0,0,1,0,0
"""disabled"",",0,0,0,0,0,3,0,0
"""discord"",",0,0,0,0,0,1,0,0
"""dismay"",",0,0,0,0,0,1,0,0
"""doesn’t"",",0,0,0,0,0,1,0,0
"""don’t"",",0,0,0,0,0,1,0,0
"""double"",",0,0,0,0,0,1,0,0
"""drill"",",0,0,0,0,0,1,0,0
"""drives"",",0,0,0,0,0,1,0,0
"""essentially"",",0,0,0,0,0,1,0,0
"""eventually"",",0,0,0,0,0,1,0,0
"""exacerbates"",",0,0,0,0,0,1,0,0
"""exact"",",0,0,0,0,0,1,0,0
"""exists"",",0,0,0,0,0,1,0,0
"""expansive"",",0,0,0,0,0,1,0,0
"""fairly"",",0,0,0,0,0,1,0,0
"""feel"",",0,0,0,0,0,1,0,0
"""figured"",",0,0,0,0,0,1,0,0
"""folders"",",0,0,0,0,0,1,0,0
"""food"",",0,0,0,0,0,2,0,2
"""forced"",",0,0,0,0,0,1,1,0
"""freedom"",",0,0,0,0,0,2,0,0
"""freely"",",0,0,0,0,0,1,0,0
"""frequently"",",0,0,0,0,0,2,0,0
"""frustrated"",",0,0,0,0,0,1,0,0
"""frustration"",",0,0,0,0,0,1,0,1
"""girlfriend"",",0,0,0,0,0,1,0,0
"""giver"",",0,0,0,0,0,1,0,0
"""glad"",",0,0,0,0,0,1,0,0
"""granddaughter"",",0,0,0,0,0,1,0,0
"""ground"",",0,0,0,0,0,1,0,0
"""grown"",",0,0,0,0,0,1,0,0
"""handle"",",0,0,0,0,0,1,0,0
"""hang"",",0,0,0,0,0,1,0,0
"""happen"",",0,0,0,0,0,1,0,0
"""heading"",",0,0,0,0,0,1,0,0
"""heavy"",",0,0,0,0,0,1,0,0
"""helpful"",",0,0,0,0,0,2,1,0
"""helps"",",0,0,0,0,0,1,0,1
"""hurts"",",0,0,0,0,0,1,0,0
"""increased"",",0,0,0,0,0,2,0,0
"""independence"",",0,0,0,0,0,1,0,0
"""insurance"",",0,0,0,0,0,1,0,0
"""intermediate"",",0,0,0,0,0,1,0,0
"""interpreter"",",0,0,0,0,0,1,0,0
"""item"",",0,0,0,0,0,1,0,0
"""it’s"",",0,0,0,0,0,4,0,2
"""i’m"",",0,0,0,0,0,1,0,0
"""i’ve"",",0,0,0,0,0,3,0,0
"""kindergarten"",",0,0,0,0,0,1,0,0
"""kleinfelter"",",0,0,0,0,0,1,0,0
"""left"",",0,0,0,0,0,1,0,0
"""leisure"",",0,0,0,0,0,1,0,0
"""length"",",0,0,0,0,0,1,0,0
"""liberates"",",0,0,0,0,0,1,0,0
"""likes"",",0,0,0,0,0,1,0,0
"""listened"",",0,0,0,0,0,1,0,0
"""loaded"",",0,0,0,0,0,1,0,0
"""loose"",",0,0,0,0,0,1,0,0
"""manage"",",0,0,0,0,0,1,0,0
"""match"",",0,0,0,0,0,1,0,0
"""mild"",",0,0,0,0,0,1,0,0
"""mini"",",0,0,0,0,0,1,0,0
"""modification"",",0,0,0,0,0,1,0,0
"""modifier"",",0,0,0,0,0,1,0,0
"""modifying"",",0,0,0,0,0,1,0,0
"""months"",",0,0,0,0,0,2,0,0
"""motivating"",",0,0,0,0,0,1,0,0
"""multi"",",0,0,0,0,0,1,0,0
"""names"",",0,0,0,0,0,1,0,0
"""news"",",0,0,0,0,0,1,0,0
"""niece"",",0,0,0,0,0,1,0,0
"""notifications"",",0,0,0,0,0,1,0,0
"""paper"",",0,0,0,0,0,1,0,0
"""partially"",",0,0,0,0,0,1,0,0
"""partner"",",0,0,0,0,0,1,0,0
"""penny"")",0,0,0,0,0,1,0,0
"""phone"",",0,0,0,0,0,1,0,0
"""physically"",",0,0,0,0,0,1,0,0
"""positive"",",0,0,0,0,0,5,0,0
"""preparing"",",0,0,0,0,0,1,0,0
"""previous"",",0,0,0,0,0,1,0,0
"""prompted"",",0,0,0,0,0,1,0,0
"""pronounces"",",0,0,0,0,0,1,0,0
"""protective"",",0,0,0,0,0,2,0,0
"""prove"",",0,0,0,0,0,1,0,0
"""purchased"",",0,0,0,0,0,1,0,0
"""reading"",",0,0,0,0,0,1,1,0
"""ready"",",0,0,0,0,0,1,0,1
"""recommended"",",0,0,0,0,0,2,0,0
"""repeating"",",0,0,0,0,0,1,0,0
"""replies"",",0,0,0,0,0,1,0,0
"""researched"",",0,0,0,0,0,1,0,0
"""rest"",",0,0,0,0,0,1,0,0
"""roommates"",",0,0,0,0,0,1,0,0
"""rugged"",",0,0,0,0,0,1,0,0
"""schizophrenia"",",0,0,0,0,0,1,0,0
"""seoprate"",",0,0,0,0,0,1,0,0
"""shaping"",",0,0,0,0,0,1,0,0
"""shopping"",",0,0,0,0,0,1,0,0
"""similar"",",0,0,0,0,0,1,0,0
"""sister"",",0,0,0,0,0,1,0,0
"""situations"",",0,0,0,0,0,2,0,0
"""size"",",0,0,0,0,0,1,0,0
"""slowly"",",0,0,0,0,0,1,0,0
"""snacks"",",0,0,0,0,0,1,0,0
"""social"",",0,0,0,0,0,2,0,0
"""sons"",",0,0,0,0,0,2,0,0
"""spared"",",0,0,0,0,0,1,0,0
"""spectrum"",",0,0,0,0,0,2,0,0
"""stars"",",0,0,0,0,0,1,0,0
"""started"",",0,0,0,0,0,1,0,0
"""straps"",",0,0,0,0,0,1,0,0
"""strong"",",0,0,0,0,0,2,0,0
"""suspected"",",0,0,0,0,0,1,0,0
"""swipe"",",0,0,0,0,0,2,0,0
"""swiping"",",0,0,0,0,0,1,0,0
"""telling"",",0,0,0,0,0,1,0,0
"""therapies"",",0,0,0,0,0,1,0,0
"""tics"",",0,0,0,0,0,1,0,0
"""toddler"",",0,0,0,0,0,2,0,0
"""told"",",0,0,0,0,0,1,0,0
"""trip"",",0,0,0,0,0,1,0,0
"""trouble"",",0,0,0,0,0,1,1,0
"""types"",",0,0,0,0,0,1,0,1
"""undergo"",",0,0,0,0,0,1,0,0
"""versatile"",",0,0,0,0,0,2,0,1
"""wear"",",0,0,0,0,0,1,0,0
"""we’re"",",0,0,0,0,0,1,0,0
"""whammy"",",0,0,0,0,0,1,0,0
"""woman"",",0,0,0,0,0,2,0,0
"""worthwhile"",",0,0,0,0,0,1,0,0
"c(""speech"",",0,0,0,0,0,1,0,0
"""accessing"",",0,0,0,0,0,0,2,0
"""aloud"",",0,0,0,0,0,0,1,0
"""arrows"",",0,0,0,0,0,0,1,0
"""backspace"",",0,0,0,0,0,0,1,0
"""basic"",",0,0,0,0,0,0,2,1
"""begin"",",0,0,0,0,0,0,1,0
"""box"")",0,0,0,0,0,0,1,0
"""bridge"",",0,0,0,0,0,0,1,0
"""bulky"",",0,0,0,0,0,0,1,0
"""cancel"",",0,0,0,0,0,0,1,0
"""caption"",",0,0,0,0,0,0,3,0
"""carry"",",0,0,0,0,0,0,1,0
"""caseload"",",0,0,0,0,0,0,1,0
"""child's"",",0,0,0,0,0,0,1,0
"""circle"",",0,0,0,0,0,0,1,0
"""communicating"",",0,0,0,0,0,0,1,0
"""consideration"",",0,0,0,0,0,0,1,0
"""conversations"",",0,0,0,0,0,0,2,0
"""coordinating"",",0,0,0,0,0,0,1,0
"""crashes"",",0,0,0,0,0,0,3,0
"""customizability"",",0,0,0,0,0,0,1,0
"""degrees"",",0,0,0,0,0,0,1,0
"""engage"",",0,0,0,0,0,0,1,0
"""engaging"",",0,0,0,0,0,0,1,0
"""essential"",",0,0,0,0,0,0,1,0
"""experience"",",0,0,0,0,0,0,1,0
"""expressive"",",0,0,0,0,0,0,1,0
"""extras"",",0,0,0,0,0,0,1,0
"""extreme"",",0,0,0,0,0,0,1,0
"""facilitates"",",0,0,0,0,0,0,2,0
"""fade"",",0,0,0,0,0,0,1,0
"""fields"",",0,0,0,0,0,0,3,0
"""flow"",",0,0,0,0,0,0,1,0
"""functional"",",0,0,0,0,0,0,1,0
"""gap"",",0,0,0,0,0,0,1,0
"""glitches"",",0,0,0,0,0,0,1,1
"""handling"",",0,0,0,0,0,0,1,0
"""hit"",",0,0,0,0,0,0,1,2
