"","1","2","3","4","5","6","7","8"
"logging"",",1,0,0,0,0,0,0,0
"losing",1,0,0,0,0,1,0,0
"losing"",",1,0,0,0,0,1,0,0
"major",1,0,0,0,0,0,0,1
"major"",",1,0,0,0,0,0,0,1
"making",1,0,0,0,1,1,0,0
"making"",",1,0,0,0,1,1,0,0
"many",5,0,1,0,2,2,2,0
"many"",",5,0,1,0,2,2,2,0
"media",1,0,0,1,0,0,0,0
"media"",",1,0,0,1,0,0,0,0
"member",1,0,0,0,0,0,0,0
"member"",",1,0,0,0,0,0,0,0
"members",1,0,0,0,1,0,0,0
"members"",",1,0,0,0,1,0,0,0
"merge",1,0,0,0,0,0,0,0
"merge"",",1,0,0,0,0,0,0,0
"minutes",1,0,0,0,1,0,2,0
"minutes"",",1,0,0,0,1,0,2,0
"mobile",1,0,2,0,1,0,0,0
"mobile"",",1,0,2,0,1,0,0,0
"modeling",1,1,0,0,0,0,0,0
"modeling"",",1,1,0,0,0,0,0,0
"moms",1,0,0,0,0,0,0,0
"moms"",",1,0,0,0,0,0,0,0
"most",3,0,1,0,2,0,0,0
"most"",",3,0,1,0,2,0,0,0
"motor",1,2,0,0,0,1,0,1
"motor"",",1,2,0,0,0,1,0,1
"multiple",1,0,1,0,2,1,0,1
"multiple"",",1,0,1,0,2,1,0,1
"mytalk",5,0,0,0,7,0,0,0
"mytalk"",",5,0,0,0,7,0,0,0
"mytalktools",1,0,0,0,10,0,0,0
"mytalktools"",",1,0,0,0,10,0,0,0
"needs",3,0,1,2,6,0,4,0
"needs"",",3,0,1,2,7,0,4,0
"no"",",1,1,1,0,4,2,1,2
"of"",",7,6,6,5,37,18,9,6
"offers",1,3,0,0,0,0,0,0
"offers"",",1,3,0,0,0,0,0,0
"on"",",2,4,0,3,18,13,5,2
"only",1,0,0,1,11,4,2,3
"only"",",1,0,0,1,12,4,2,3
"options",1,1,2,0,3,0,0,0
"options"",",1,1,2,0,3,0,0,0
"or"",",14,3,5,8,16,6,6,3
"other",4,0,1,3,2,4,1,0
"other"",",4,0,1,3,2,4,1,0
"others",3,1,0,0,1,0,0,0
"others"",",3,1,0,0,1,1,0,0
"our",3,4,1,0,1,10,1,0
"our"",",3,4,1,0,1,10,1,0
"over",1,1,0,2,0,3,2,0
"over"",",1,1,0,2,0,3,2,0
"page",1,0,0,8,1,2,6,3
"page"",",1,0,0,8,1,2,6,3
"pages",2,0,3,5,0,0,1,1
"pages"",",2,0,3,5,0,0,1,1
"palsy",1,1,1,0,0,0,0,0
"palsy"",",1,1,1,0,0,0,0,0
"pandora",1,0,0,0,0,0,0,0
"pandora"",",1,0,0,0,0,0,0,0
"parents",2,2,1,0,0,0,0,0
"parents"",",2,2,1,0,0,0,0,0
"participate",1,0,0,0,0,0,0,0
"participate"",",1,0,0,0,0,0,0,0
"patented",1,0,0,0,0,0,0,0
"patented"",",1,0,0,0,0,0,0,0
"pdfs",1,0,0,0,0,0,0,0
"pdfs"",",1,0,0,0,0,0,0,0
"people",2,3,0,0,3,4,0,0
"people"",",2,3,0,0,3,4,0,0
"photographs",1,0,0,0,0,0,0,0
"photographs"",",1,0,0,0,0,0,0,0
"photos",1,1,0,0,4,1,0,0
"photos"",",1,1,0,0,4,1,0,0
"phrase",1,0,0,0,0,0,0,0
"phrase"",",1,0,0,0,0,0,0,0
"phrases",2,0,2,1,0,1,1,0
"phrases"",",2,0,2,1,0,1,1,0
"physical",1,0,0,0,2,0,0,0
"physical"",",1,0,0,0,2,0,0,0
"point",1,0,0,0,0,0,0,0
"point"",",1,0,0,0,0,0,0,0
"popular",1,0,0,0,0,0,0,0
"popular"",",1,0,0,0,0,0,0,0
"popup",3,0,0,0,0,0,0,0
"popup"",",3,0,0,0,0,0,0,0
"portable",1,0,0,0,0,0,0,0
"portable"",",1,0,0,0,0,0,0,0
"pre",1,1,0,0,0,0,0,0
"pre"",",1,1,0,0,0,0,0,0
"predicted",1,0,0,0,0,0,0,0
"predicted"",",1,0,0,0,0,0,0,0
"previews",1,0,0,0,0,0,0,0
"previews"",",1,0,0,0,0,0,0,0
"print",1,0,0,0,0,0,0,0
"print"",",1,0,0,0,0,0,0,0
"professional",1,0,0,0,2,0,0,0
"professional"",",1,0,0,0,2,0,0,0
"programmed",2,1,0,2,2,1,0,0
"programmed"",",2,1,0,2,2,1,0,0
"promote",1,0,0,0,0,0,0,0
"promote"",",1,0,0,0,0,0,0,0
"provide",1,0,0,0,0,0,0,0
"provide"",",1,0,0,0,0,0,0,0
"public",1,0,0,0,1,0,0,0
"public"",",1,0,0,0,1,0,0,0
"purchase",1,0,0,1,1,2,0,1
"purchase"",",1,0,0,1,1,2,0,1
"quality",1,0,1,0,0,0,0,0
"quality"",",1,0,1,0,0,0,0,0
"quick",1,0,11,0,1,0,9,0
"quick"",",1,0,11,0,1,0,9,0
"recents",1,0,0,0,0,0,0,0
"recents"",",1,0,0,0,0,0,0,0
"recorded",1,0,0,1,1,0,0,0
"recorded"",",1,0,0,1,1,0,0,0
"redo",1,0,0,0,0,0,0,0
"redo"",",1,0,0,0,0,0,0,0
"refinement",1,0,0,0,0,0,0,0
"refinement"",",1,0,0,0,0,0,0,0
"relevant",1,0,0,0,0,0,0,0
"relevant"",",1,0,0,0,0,0,0,0
"reminders",2,0,0,0,0,0,0,0
"reminders"",",2,0,0,0,0,0,0,0
"repeat",1,0,0,0,0,3,0,0
"repeat"",",1,0,0,0,0,3,0,0
"represent",1,0,0,0,0,0,0,0
"represent"",",1,0,0,0,0,0,0,0
"required",1,0,0,0,1,0,0,0
"required"",",1,0,0,0,1,0,0,0
"restore",1,0,0,0,0,0,0,0
"restore"",",1,0,0,0,0,0,0,0
"running",1,0,0,0,0,0,0,0
"running"",",1,0,0,0,0,0,0,0
"s"",",1,6,0,2,0,0,0,0
"savings",1,0,0,0,0,0,0,0
"savings"",",1,0,0,0,0,0,0,0
"scanning",2,1,0,0,0,0,0,0
"scanning"",",2,1,0,0,0,0,0,0
"search",2,0,0,0,2,0,1,0
"search"",",2,0,0,0,2,0,1,0
"see",1,0,0,0,4,1,1,0
"see"",",1,0,0,0,4,1,1,0
"seeking",1,0,0,0,0,0,0,0
"seeking"",",1,0,0,0,0,0,0,0
"select",1,1,0,1,1,1,1,1
"select"",",1,1,0,1,1,1,1,1
"selections",1,0,0,0,0,0,0,0
"selections"",",1,0,0,0,0,0,0,0
"share",1,0,1,1,0,0,0,0
"share"",",1,0,1,1,0,0,0,0
"sharing",1,0,0,1,0,0,0,0
"sharing"",",1,0,0,1,0,0,0,0
"simple",2,1,3,1,2,2,3,0
"simple"",",2,1,3,1,2,1,3,0
"simultaneously",2,0,0,0,0,0,0,0
"simultaneously"",",2,0,0,0,0,0,0,0
"single",1,1,0,0,0,0,0,1
"single"",",1,1,0,0,0,0,0,1
"sizes",1,1,0,0,0,0,0,0
"sizes"",",1,1,0,0,0,0,0,0
"software",1,0,0,0,1,0,0,0
"software"",",1,0,0,0,1,0,0,0
"solution",3,0,2,1,0,0,0,0
"solution"",",3,0,2,1,0,0,0,0
"spanish",1,1,0,0,0,0,0,0
"spanish"",",1,1,0,0,0,0,0,0
"specific",1,0,0,1,0,0,0,0
"specific"",",1,0,0,1,0,0,0,0
"speech",1,2,5,1,7,11,4,2
"speech"",",1,2,5,1,7,11,4,2
"stand",1,0,0,0,0,1,0,0
"stand"",",1,0,0,0,0,1,0,0
"standard",2,1,0,0,0,0,0,0
"standard"",",2,1,0,0,0,0,0,0
"submissions",1,0,0,0,0,0,0,0
"submissions"",",1,0,0,0,0,0,0,0
"support",4,2,0,0,3,2,0,0
"support"",",4,2,0,0,3,2,0,0
"supported",1,0,0,0,1,0,0,0
"supported"",",1,0,0,0,1,0,0,0
"supports",2,1,0,0,0,0,0,0
"supports"",",2,1,0,0,0,0,0,0
"switches",2,0,0,0,0,0,0,0
"switches"",",2,0,0,0,0,0,0,0
"symbolstix",2,0,0,1,0,0,0,0
"symbolstix"",",2,0,0,1,0,0,0,0
"sync",1,0,0,0,0,0,0,0
"sync"",",1,0,0,0,0,0,0,0
"syndrome",1,2,1,1,0,2,0,0
"syndrome"",",1,2,1,1,0,2,0,0
"t"",",2,0,1,0,0,0,0,0
"take",1,0,1,1,0,2,1,0
"take"",",1,0,1,1,0,2,1,0
"teachers",2,1,0,0,2,0,1,0
"teachers"",",2,1,0,0,2,0,1,0
"technology",1,0,2,1,0,0,0,0
"technology"",",1,0,2,1,0,0,0,0
"text",1,0,2,5,1,0,3,0
"text"",",1,0,2,5,1,0,3,0
"texts",1,0,0,0,0,0,0,0
"texts"",",1,0,0,0,0,0,0,0
"that",4,2,4,4,23,11,6,4
"that"",",4,2,4,4,23,11,6,4
"the",5,20,9,21,106,52,41,38
"the"",",5,20,9,21,106,52,41,37
"their",1,2,0,2,8,0,6,0
"their"",",1,2,0,2,8,0,6,0
"them",1,2,1,1,5,1,0,0
"them"",",1,2,1,1,5,1,0,0
"therapists",1,1,1,0,0,1,0,0
"therapists"",",1,1,1,0,0,1,0,0
"they",1,1,0,0,12,3,0,1
"they"",",1,1,0,0,12,3,0,1
"those",1,0,3,0,4,0,0,0
"those"",",1,0,3,0,4,0,0,0
"through",3,0,0,1,6,2,0,0
"through"",",3,0,0,1,6,2,0,0
"time",2,1,2,2,4,3,3,1
"time"",",2,1,2,2,4,4,3,1
"to"",",21,13,28,23,84,51,48,16
"together",1,0,0,0,0,0,0,0
"together"",",1,0,0,0,0,0,0,0
"tool",1,1,0,0,5,0,1,0
"tool"",",1,1,0,0,6,0,1,0
"trial",1,0,0,0,3,0,0,0
"trial"",",1,0,0,0,3,0,0,0
"tts",1,0,0,0,0,0,0,0
"tts"",",1,0,0,0,0,0,0,0
"tv"",",1,0,0,0,3,0,0,0
"undo",1,0,0,0,0,0,0,0
"undo"",",1,0,0,0,0,0,0,0
"university",1,0,0,0,0,0,0,0
"university"",",1,0,0,0,0,0,0,0
"up"",",2,1,1,0,13,2,0,1
"use",7,6,5,2,21,11,7,2
"use"",",7,6,5,2,21,11,7,2
"used",2,2,1,1,9,1,0,1
"used"",",2,2,1,1,9,1,0,1
"user",3,1,0,2,6,0,2,2
"user"",",3,1,0,2,6,0,2,2
"users",2,5,1,3,3,1,0,2
"users"",",2,5,1,3,3,1,0,2
"using",2,0,1,2,7,4,2,2
"using"",",2,0,1,2,7,4,2,2
"variable",1,0,0,0,0,0,0,0
"variable"",",1,0,0,0,0,0,0,0
"variant",1,0,0,0,0,0,0,0
"variant"",",1,0,0,0,0,0,0,0
"variants",1,0,0,0,0,0,0,0
"variants"",",1,0,0,0,0,0,0,0
"variety",1,0,0,0,1,0,0,0
"variety"",",1,0,0,0,1,0,0,0
"version",1,0,0,0,3,0,0,0
"version"",",1,0,0,0,3,0,0,0
"video",1,0,0,1,1,0,0,0
"video"",",1,0,0,1,1,0,0,0
"videos",2,0,0,0,0,0,0,0
"videos"",",2,0,0,0,0,0,0,0
"visual",2,0,0,0,2,0,1,0
"visual"",",2,0,0,0,2,0,1,0
"voice",2,0,3,3,11,4,0,1
"voice"",",2,0,3,3,11,3,0,1
"voices",1,3,1,1,0,3,0,0
"voices"",",1,3,1,1,0,3,0,0
"wab",1,0,0,0,0,0,0,0
"wab"",",1,0,0,0,0,0,0,0
"watch",1,0,0,0,1,0,0,0
"watch"",",1,0,0,0,1,0,0,0
"way",1,2,1,0,3,1,3,1
"way"",",1,2,1,0,3,1,3,1
"we"",",1,1,12,0,8,12,6,0
"web",1,0,0,0,6,0,0,0
"web"",",1,0,0,0,6,0,0,0
"winning",1,0,0,0,0,0,0,0
"winning"",",1,0,0,0,0,0,0,0
"with",12,10,9,7,28,17,14,7
"with"",",12,10,9,7,28,17,14,6
"without",2,0,0,0,5,0,0,1
"without"",",2,0,0,0,5,0,0,1
"word",2,3,0,0,0,0,0,2
"word"",",2,3,0,0,0,0,0,2
"words",3,8,2,1,0,1,0,0
"words"",",3,8,2,1,0,1,0,0
"working",1,0,1,0,3,0,0,1
"working"",",1,0,1,0,3,0,0,1
"works",2,1,0,0,0,0,0,1
"works"",",2,1,0,0,0,0,0,1
"workspace",2,0,0,0,9,0,0,0
"workspace"",",2,0,0,0,9,0,0,0
"worry",2,0,0,0,0,0,0,0
"worry"",",2,0,0,0,0,0,0,0
"you",5,11,6,0,30,22,1,6
"you"",",5,11,6,0,29,23,1,6
"your",3,5,8,0,11,5,1,0
"your"",",3,5,8,0,11,5,1,0
"""10",0,1,0,1,0,0,1,0
"""200",0,1,0,0,0,0,0,0
"""23",0,1,0,0,0,0,0,0
"""25",0,1,0,0,0,0,0,0
"""400",0,1,0,0,0,0,0,0
"""80",0,1,0,0,0,0,0,0
"""accessed",0,1,0,0,0,0,0,0
"""accessibility",0,1,0,0,0,0,0,0
"""act",0,1,0,0,0,0,0,0
"""activities",0,1,0,0,3,1,0,0
"""adult",0,1,0,0,1,1,0,0
"""advanced",0,1,0,0,0,0,0,0
"""allowing",0,1,0,1,2,0,1,0
"""alphabetically",0,1,0,0,0,0,0,0
"""also",0,2,0,5,8,5,2,1
"""angelman",0,1,0,0,0,0,0,0
"""appearance",0,1,0,0,0,0,0,0
"""arranged",0,1,0,0,0,0,0,0
"""articles",0,2,0,0,0,0,0,0
"""assistiveware",0,2,0,0,0,1,0,0
"""at",0,1,2,0,9,2,0,0
"""based",0,2,0,0,2,0,0,0
"""basis",0,1,0,0,0,0,0,0
"""beginning",0,1,0,0,0,0,0,0
"""being",0,1,0,0,1,0,0,0
"""besides",0,1,0,0,0,0,0,0
"""best",0,1,0,0,0,4,0,0
"""bilingual",0,2,0,0,0,0,0,0
"""both",0,1,2,0,1,2,1,0
"""breeze",0,1,0,0,1,0,0,0
"""build",0,1,1,0,0,0,0,0
"""built",0,1,1,2,0,0,0,0
"""cannot",0,1,1,0,4,1,0,1
"""challenges",0,1,0,0,1,0,1,0
"""children",0,2,0,0,0,0,1,0
"""classroom",0,1,0,0,6,0,1,0
"""communicators",0,1,0,0,0,0,0,0
"""connect",0,1,0,0,0,0,0,0
"""consistent",0,1,0,0,0,0,0,1
"""crescendo",0,4,0,0,0,0,0,0
"""customizable",0,3,0,1,0,0,0,0
"""customizing",0,1,0,1,0,0,0,0
"""days",0,1,0,0,0,0,2,0
"""develop",0,1,0,0,0,0,0,0
"""development",0,1,0,0,0,0,0,0
"""downloadable",0,1,0,0,0,0,0,0
"""dutch",0,1,0,0,0,0,0,0
"""easily",0,1,1,1,2,0,1,0
"""editing",0,1,0,0,0,0,0,0
"""effectively",0,1,1,0,0,0,0,0
"""everything",0,1,1,0,1,0,1,0
"""expands",0,1,0,0,0,0,0,0
"""experienced",0,1,0,0,0,0,0,0
"""facebook",0,1,0,1,1,1,0,0
"""featuring",0,1,0,0,0,0,0,0
"""finally",0,1,0,0,1,2,0,0
"""fly",0,1,0,0,0,0,0,0
"""fringe",0,1,0,0,0,0,0,0
"""full",0,1,1,1,1,0,0,0
"""fully",0,1,0,1,0,0,0,0
"""going",0,1,1,0,0,0,0,1
"""gold",0,1,0,0,0,0,0,0
"""gradually",0,1,0,0,0,1,0,0
"""grid",0,2,0,1,0,3,0,0
"""groups",0,1,0,0,0,0,0,0
"""grow",0,3,0,0,0,0,0,0
"""hand",0,1,0,0,0,0,1,0
"""happy",0,1,0,0,1,1,0,0
"""has",0,1,2,1,14,15,4,3
"""have",0,1,4,3,28,7,12,3
"""hello",0,1,0,0,0,0,0,0
"""help",0,3,0,0,4,1,1,1
"""helping",0,2,1,0,0,1,0,0
"""here",0,1,0,0,0,0,1,0
"""if",0,1,1,0,5,2,1,3
"""includes",0,3,1,1,0,0,0,0
"""just",0,1,0,1,5,2,1,0
"""keyboard",0,2,0,0,0,0,0,0
"""known",0,1,0,1,0,0,0,0
"""language",0,5,1,0,1,0,1,0
"""learn",0,3,0,0,3,0,1,0
"""learning",0,1,0,0,4,1,0,0
"""lets",0,2,0,0,0,0,0,0
"""levels",0,1,0,0,0,0,0,2
"""limit",0,1,0,0,0,0,0,0
"""make",0,2,2,1,5,4,0,0
"""more",0,1,1,1,9,5,2,3
"""natural",0,2,0,2,0,1,1,0
"""need",0,2,2,0,3,0,0,0
"""new",0,2,2,4,4,1,12,1
"""online",0,1,0,1,1,0,0,0
"""out",0,1,1,1,6,5,3,1
"""own",0,2,0,1,5,2,1,0
"""person",0,1,0,2,0,0,0,1
"""photo",0,1,0,2,1,0,0,0
"""pictures",0,1,1,0,3,6,0,1
"""planning",0,1,0,0,0,0,0,0
"""powerful",0,1,0,0,1,0,0,0
"""practices",0,1,0,0,0,0,0,0
"""prediction",0,1,0,0,0,0,0,0
"""professionals",0,1,0,0,1,0,0,0
"""progressive",0,1,0,0,0,1,0,0
"""proloquo2go",0,10,0,0,0,7,0,1
"""puts",0,1,0,0,0,0,0,0
"""questions",0,1,0,0,3,1,1,0
"""quickly",0,1,0,0,4,1,0,0
"""qwerty",0,1,0,0,0,0,0,0
"""reader",0,1,0,0,0,0,0,0
"""real",0,1,0,0,0,0,0,0
"""recognize",0,1,0,0,1,0,0,0
"""region",0,1,0,0,0,0,0,0
"""research",0,1,0,0,0,0,0,0
"""resources",0,1,0,0,0,0,0,0
"""revealed",0,1,0,0,0,0,0,0
"""rounds",0,1,0,0,0,0,0,0
"""same",0,2,0,0,0,0,0,0
"""say",0,2,0,0,6,3,1,0
"""screen",0,1,1,1,1,0,1,1
"""seamless",0,1,0,0,0,0,0,0
"""section",0,1,0,0,0,0,0,0
"""selecting",0,1,0,0,0,0,0,0
"""sentences",0,1,0,0,0,0,2,0
"""settings",0,1,0,0,0,0,1,0
"""show",0,1,0,0,3,1,0,0
"""skills",0,2,0,0,0,0,2,0
"""so",0,2,1,1,13,7,2,4
"""solutions",0,1,0,0,0,0,0,0
"""sounding",0,2,0,0,0,0,0,0
"""speak",0,3,2,3,0,3,0,1
"""step",0,3,0,0,0,0,0,0
"""studies",0,1,0,0,0,0,0,0
"""suggestions",0,1,1,0,0,0,0,0
"""supporting",0,1,0,0,0,0,0,0
"""switch",0,2,0,0,0,0,1,0
"""symbols",0,1,2,2,0,0,0,0
"""system",0,1,0,0,1,0,0,0
"""taking",0,1,0,0,0,1,0,0
"""talk",0,1,10,0,6,3,8,1
"""tapping",0,1,0,0,0,0,0,0
"""teaching",0,1,0,0,1,0,0,0
"""team",0,1,0,0,1,0,0,0
"""there",0,1,1,0,8,5,1,3
"""these",0,1,0,0,2,0,0,0
"""two",0,1,0,0,2,0,1,0
"""type",0,4,1,0,1,0,0,0
"""typing",0,2,1,0,2,0,0,0
"""typists",0,1,0,0,0,0,0,0
"""understand",0,1,0,0,1,1,0,0
"""understood",0,1,0,0,0,0,0,0
"""utilized",0,1,0,0,0,1,0,0
"""view",0,1,0,0,0,0,0,0
"""vision",0,1,0,0,0,0,0,0
"""vocabulary",0,5,0,1,0,0,0,3
"""voiceover",0,1,0,0,0,0,0,0
"""want",0,1,0,0,0,2,1,0
"""website",0,1,0,0,1,0,0,0
"""week",0,1,0,0,0,0,0,0
"""what",0,3,0,0,4,10,2,1
"""whenever",0,1,0,0,0,0,0,0
"""where",0,1,0,0,4,0,2,0
"""which",0,1,2,1,2,6,2,1
"""who",0,1,4,1,5,5,4,0
"""within",0,1,0,0,1,1,1,0
"""world",0,1,1,0,0,1,0,0
"""yet",0,1,0,0,0,0,0,0
"10"",",0,1,0,1,0,0,1,0
"200",0,1,0,0,0,0,0,0
"200"",",0,1,0,0,0,0,0,0
"23"",",0,1,0,0,0,0,0,0
"25"",",0,1,0,0,0,0,0,0
"400",0,1,0,0,0,0,0,0
"400"",",0,1,0,0,0,0,0,0
"7"",",0,1,0,0,0,1,1,0
"80"",",0,1,0,0,0,0,0,0
"accessed",0,1,0,0,0,0,0,0
"accessed"",",0,1,0,0,0,0,0,0
"accessibility",0,1,0,0,0,0,0,0
"accessibility"",",0,1,0,0,0,0,0,0
"act",0,1,0,0,0,0,0,0
"act"",",0,1,0,0,0,0,0,0
"activities",0,1,0,0,3,1,0,0
"activities"",",0,1,0,0,4,1,0,0
"adult",0,1,0,0,1,1,0,0
"adult"",",0,1,0,0,1,0,0,0
"advanced",0,1,0,0,0,0,0,0
"advanced"",",0,1,0,0,0,0,0,0
"allowing",0,1,0,1,2,0,1,0
"allowing"",",0,1,0,1,2,0,1,0
"alphabetically",0,1,0,0,0,0,0,0
"alphabetically"",",0,1,0,0,0,0,0,0
"also",0,2,0,5,8,5,2,1
"also"",",0,2,0,5,8,5,2,1
"angelman",0,1,0,0,0,0,0,0
"angelman"",",0,1,0,0,0,0,0,0
"appearance",0,1,0,0,0,0,0,0
"appearance"",",0,1,0,0,0,0,0,0
"arranged",0,1,0,0,0,0,0,0
"arranged"",",0,1,0,0,0,0,0,0
"articles",0,2,0,0,0,0,0,0
"articles"",",0,2,0,0,0,0,0,0
"assistiveware",0,3,0,0,0,1,0,0
"assistiveware"",",0,3,0,0,0,2,0,0
"at"",",0,1,2,0,9,2,0,0
"based",0,2,0,0,2,0,0,0
"based"",",0,2,0,0,2,0,0,0
"basis",0,1,0,0,0,0,0,0
"basis"",",0,1,0,0,0,0,0,0
"beginning",0,1,0,0,0,0,0,0
"beginning"",",0,1,0,0,0,0,0,0
"being",0,1,0,0,1,0,0,0
"being"",",0,1,0,0,1,0,0,0
"besides",0,1,0,0,0,0,0,0
"besides"",",0,1,0,0,0,0,0,0
"best",0,1,0,0,0,3,0,0
"best"",",0,1,0,0,0,3,0,0
"bilingual",0,2,0,0,0,0,0,0
"bilingual"",",0,2,0,0,0,0,0,0
"both",0,1,2,0,1,2,1,0
"both"",",0,1,2,0,1,2,1,0
"breeze",0,1,0,0,1,0,0,0
"breeze"",",0,1,0,0,1,0,0,0
"build",0,1,1,0,0,0,0,0
"build"",",0,1,1,0,0,0,0,0
"built",0,1,1,2,0,0,0,0
"built"",",0,1,1,2,0,0,0,0
"c(""tap",0,1,0,0,0,0,0,0
"cannot",0,1,1,0,4,1,0,1
"cannot"",",0,1,1,0,4,1,0,1
"challenges",0,1,0,0,1,0,1,0
"challenges"",",0,1,0,0,1,0,1,0
"children",0,2,0,0,0,0,1,0
"children"",",0,2,0,0,0,0,1,0
"classroom",0,1,0,0,6,0,1,0
"classroom"",",0,1,0,0,7,0,1,0
"communicators",0,1,0,0,0,0,0,0
"communicators"",",0,1,0,0,0,0,0,0
"connect",0,1,0,0,0,0,0,0
"connect"",",0,1,0,0,0,0,0,0
"consistent",0,1,0,0,0,0,0,1
"consistent"",",0,1,0,0,0,0,0,1
"crescendo",0,4,0,0,0,0,0,0
"crescendo"",",0,4,0,0,0,0,0,0
"customizable",0,3,0,1,0,0,0,0
"customizable"",",0,3,0,1,0,0,0,0
"customizing",0,1,0,1,0,0,0,0
"customizing"",",0,1,0,1,0,0,0,0
"days",0,1,0,0,0,0,2,0
"days"",",0,1,0,0,0,0,2,0
"develop",0,1,0,0,0,0,0,0
"develop"",",0,1,0,0,0,0,0,0
"development",0,1,0,0,0,0,0,0
"development"",",0,1,0,0,0,0,0,0
"downloadable",0,1,0,0,0,0,0,0
"downloadable"",",0,1,0,0,0,0,0,0
"dutch",0,1,0,0,0,0,0,0
"dutch"",",0,1,0,0,0,0,0,0
"easily",0,1,1,1,2,0,1,0
"easily"",",0,1,1,1,2,0,1,0
"editing",0,1,0,0,0,0,0,0
"editing"",",0,1,0,0,0,0,0,0
"effectively",0,1,1,0,0,0,0,0
"effectively"",",0,1,1,0,0,0,0,0
"everything",0,1,1,0,1,0,1,0
"everything"",",0,1,1,0,1,0,1,0
"expands",0,1,0,0,0,0,0,0
"expands"",",0,1,0,0,0,0,0,0
"experienced",0,1,0,0,0,0,0,0
"experienced"",",0,1,0,0,0,0,0,0
"facebook",0,1,0,1,1,1,0,0
"facebook"",",0,1,0,1,1,1,0,0
"featuring",0,1,0,0,0,0,0,0
"featuring"",",0,1,0,0,0,0,0,0
"finally",0,1,0,0,1,2,0,0
"finally"",",0,1,0,0,1,2,0,0
"fly",0,1,0,0,0,0,0,0
"fly"",",0,1,0,0,0,0,0,0
"fringe",0,1,0,0,0,0,0,0
"fringe"",",0,1,0,0,0,0,0,0
"full",0,1,1,1,1,0,0,0
"full"",",0,1,1,1,1,0,0,0
"fully",0,1,0,1,0,0,0,0
"fully"",",0,1,0,1,0,0,0,0
"going",0,1,1,0,0,0,0,1
"going"",",0,1,1,0,0,0,0,1
"gold",0,1,0,0,0,0,0,0
"gold"",",0,1,0,0,0,0,0,0
"gradually",0,1,0,0,0,1,0,0
"gradually"",",0,1,0,0,0,1,0,0
"grid",0,2,0,1,0,3,0,0
"grid"",",0,2,0,1,0,3,0,0
"groups",0,1,0,0,0,0,0,0
"groups"",",0,1,0,0,0,0,0,0
"grow",0,3,0,0,0,0,0,0
"grow"",",0,3,0,0,0,0,0,0
"hand",0,1,0,0,0,0,1,0
"hand"",",0,1,0,0,0,0,1,0
"happy",0,1,0,0,1,1,0,0
"happy"",",0,1,0,0,1,1,0,0
"has",0,1,2,1,14,15,4,3
"has"",",0,1,2,1,14,15,4,3
"have",0,1,4,3,28,7,12,3
"have"",",0,1,4,3,28,7,12,3
"hello",0,1,0,0,0,0,0,0
"hello"",",0,1,0,0,0,0,0,0
"help",0,3,0,0,4,1,1,2
"help"",",0,3,0,0,4,1,1,2
"helping",0,2,1,0,0,1,0,0
"helping"",",0,2,1,0,0,1,0,0
"here",0,1,0,0,0,0,1,0
"here"",",0,1,0,0,0,0,1,0
"if"",",0,1,1,0,5,2,1,3
"includes",0,3,1,1,0,0,0,0
"includes"",",0,3,1,1,0,0,0,0
"just",0,1,0,1,5,2,1,0
"just"",",0,1,0,1,5,2,1,0
"keyboard",0,2,0,0,0,0,0,0
"keyboard"",",0,2,0,0,0,0,0,0
"known",0,1,0,1,0,0,0,0
"known"",",0,1,0,1,0,0,0,0
"language",0,5,1,0,1,0,1,0
"language"",",0,5,1,0,1,0,1,0
"learn",0,3,0,0,3,0,1,0
"learn"",",0,3,0,0,3,0,1,0
"learning",0,1,0,0,4,1,0,0
"learning"",",0,1,0,0,4,1,0,0
"lets",0,2,0,0,0,0,0,0
"lets"",",0,2,0,0,0,0,0,0
"levels",0,1,0,0,0,0,0,2
"levels"",",0,1,0,0,0,0,0,2
"limit",0,1,0,0,0,0,0,0
"limit"",",0,1,0,0,0,0,0,0
"make",0,2,2,1,5,4,0,0
"make"",",0,2,2,1,5,4,0,0
"more",0,1,1,1,9,5,2,3
"more"",",0,1,1,1,9,5,1,3
"natural",0,2,0,2,0,1,1,0
"natural"",",0,2,0,2,0,1,1,0
"need",0,2,2,0,3,0,0,0
"need"",",0,2,2,0,3,0,0,0
"new",0,2,2,4,4,1,13,1
"new"",",0,2,2,4,4,1,13,1
"online",0,1,0,1,1,0,0,0
"online"",",0,1,0,1,1,0,0,0
"out",0,1,1,1,6,5,3,1
"out"",",0,1,1,1,6,5,3,1
"own",0,2,0,1,5,2,1,0
"own"",",0,2,0,1,5,2,1,0
"person",0,1,0,2,0,0,0,1
"person"",",0,1,0,2,0,0,0,1
"photo",0,1,0,2,1,0,0,0
"photo"",",0,1,0,2,1,0,0,0
"pictures",0,1,1,0,3,6,0,1
"pictures"",",0,1,1,0,3,6,0,1
"planning",0,1,0,0,0,0,0,0
"planning"",",0,1,0,0,0,0,0,0
"powerful",0,1,0,0,1,0,0,0
"powerful"",",0,1,0,0,1,0,0,0
"practices",0,1,0,0,0,0,0,0
"practices"",",0,1,0,0,0,0,0,0
"prediction",0,1,0,0,0,0,0,0
"prediction"",",0,1,0,0,0,0,0,0
"professionals",0,1,0,0,1,0,0,0
"professionals"",",0,1,0,0,1,0,0,0
"progressive",0,1,0,0,0,1,0,0
"progressive"",",0,1,0,0,0,1,0,0
"proloquo2go",0,10,0,0,0,7,0,1
