word,n
social media,40
i was,22
i had,15
of the,15
that i,12
to be,12
people with,11
to communicate,11
able to,10
with complex,10
it is,9
the communication,9
in a,8
to me,8
to the,8
be able,7
complex speech,7
i would,7
to use,7
aac users,6
as a,6
can be,6
core vocabulary,6
for people,6
i could,6
it was,6
my life,6
my parents,6
of a,6
of my,6
on social,6
speech needs,6
want to,6
with others,6
a man,5
digital technology,5
for self,5
for the,5
i am,5
i have,5
in the,5
into a,5
it can,5
lack of,5
need to,5
no one,5
part of,5
she has,5
that she,5
the device,5
their friends,5
they can,5
to have,5
we have,5
alternative communication,4
and family,4
and i,4
and they,4
as i,4
as the,4
but i,4
can also,4
communication needs,4
communication partner,4
communication partners,4
complex communication,4
for a,4
friends and,4
had a,4
had been,4
in my,4
me and,4
me i,4
me the,4
media can,4
my mother,4
not be,4
of me,4
of their,4
online social,4
opportunities for,4
people who,4
so much,4
that it,4
the best,4
to engage,4
to get,4
use the,4
using social,4
was a,4
was the,4
what they,4
who use,4
a boy,3
a means,3
aac learners,3
ability to,3
about it,3
and alternative,3
and online,3
and other,3
and the,3
as well,3
augmentative and,3
be a,3
began to,3
can make,3
care home,3
due to,3
for aac,3
forms of,3
friends are,3
have a,3
helps them,3
her device,3
her to,3
however i,3
i also,3
i felt,3
i remember,3
i thought,3
i want,3
individuals with,3
is a,3
is to,3
it has,3
it to,3
it would,3
life i,3
like the,3
made it,3
may not,3
me that,3
moment of,3
more than,3
my ability,3
my mind,3
my reality,3
my thoughts,3
of social,3
one communication,3
opportunity to,3
realized that,3
school slp,3
some of,3
technology and,3
that is,3
that you,3
the first,3
the people,3
the same,3
the time,3
the touchchat,3
their social,3
they are,3
they may,3
they were,3
time to,3
to just,3
to support,3
trying to,3
turned to,3
up to,3
use aac,3
wanted to,3
way to,3
we are,3
we speak,3
what i,3
with friends,3
with my,3
with the,3
within a,3
would be,3
would never,3
you can,3
10 buttons,2
a child,2
a friend,2
a little,2
a lot,2
a major,2
a more,2
a range,2
a silent,2
a very,2
a way,2
a wheelchair,2
a word,2
aac is,2
aac software’s,2
about 10,2
about aac,2
about the,2
about their,2
all i,2
all of,2
all this,2
alone in,2
and a,2
and added,2
and could,2
and desires,2
and friends,2
and have,2
and it,2
and language,2
and over,2
and she,2
are having,2
argued that,2
around me,2
as it,2
as not,2
aware of,2
awareness about,2
back to,2
based on,2
be an,2
be to,2
be used,2
become a,2
benefits of,2
best they,2
body a,2
but as,2
but no,2
but the,2
but they,2
buttons on,2
can feel,2
can provide,2
clients in,2
collaborate with,2
come back,2
communicate about,2
communicate them,2
communicating with,2
communication aac,2
communication deficits,2
communication for,2
communication is,2
communication system,2
communicators must,2
could have,2
current systems,2
device if,2
device it,2
difficult for,2
disabilities and,2
do this,2
engage with,2
feel like,2
filled with,2
first time,2
for more,2
for them,2
for those,2
from the,2
get my,2
going to,2
groups can,2
had come,2
has less,2
has the,2
having to,2
here are,2
high tech,2
home and,2
home i,2
how the,2
how to,2
i began,2
i believe,2
i couldn't,2
i don't,2
i just,2
i learned,2
i lived,2
i realized,2
i said,2
if the,2
if they,2
if you,2
impossible to,2
in canada,2
in fact,2
in social,2
in their,2
internet and,2
is about,2
is no,2
is not,2
is so,2
is that,2
it so,2
just 10,2
just as,2
just like,2
know how,2
language difficulties,2
learn the,2
learned how,2
like a,2
like to,2
listening to,2
lived in,2
managed to,2
matter to,2
may be,2
me but,2
me for,2
me home,2
me in,2
me to,2
means for,2
media apps,2
media as,2
media for,2
media has,2
media helps,2
media is,2
media they,2
media to,2
media with,2
more people,2
my dad,2
my own,2
myself i,2
myself to,2
needs to,2
never be,2
not only,2
not use,2
of augmentative,2
of being,2
of buttons,2
of love,2
of myself,2
of people,2
of technology,2
of those,2
of time,2
of using,2
of vocabulary,2
on it,2
on my,2
on the,2
one would,2
online is,2
only just,2
others and,2
our own,2
out and,2
over and,2
parents in,2
people are,2
people in,2
perceived to,2
person i,2
physical disabilities,2
positive and,2
put it,2
range of,2
rest of,2
rights and,2
see and,2
seemed like,2
self determination,2
set up,2
several aac,2
she can,2
should be,2
so i,2
social inclusion,2
sometimes i,2
spent online,2
start with,2
started to,2
statistics canada,2
struggled to,2
such as,2
systems with,2
tangible items,2
thank you,2
that can,2
that has,2
that people,2
that they,2
that was,2
that we,2
the benefits,2
the buttons,2
the care,2
the cells,2
the day,2
the internet,2
the last,2
the most,2
the person,2
the rest,2
the school,2
the shadows,2
the uk,2
the words,2
their peers,2
their responses,2
them to,2
there a,2
there is,2
they thought,2
things to,2
this article,2
those around,2
those i,2
those with,2
thought i,2
time spent,2
to a,2
to avoid,2
to become,2
to challenge,2
to comfort,2
to connect,2
to create,2
to explore,2
to go,2
to keep,2
to know,2
to life,2
to look,2
to more,2
to my,2
to myself,2
