word,n
button,5
corner,4
home,3
layout,3
page,3
students,3
update,3
vocabulary,3
bottom,2
buttons,2
communication,2
food,2
hit,2
interrupt,2
intuitive,2
it’s,2
jumps,2
levels,2
logo,2
programming,2
speech,2
top,2
unable,2
user,2
users,2
word,2
1,1
accidentally,1
addition,1
annoyance,1
assisting,1
automatically,1
bar,1
basic,1
blank,1
bring,1
camera,1
close,1
compatible,1
complaints,1
consistent,1
continue,1
cost,1
customer,1
deal,1
deleting,1
devices,1
device’s,1
disappointed,1
display,1
drastically,1
drawback,1
easier,1
easy,1
eat,1
editor,1
education,1
extra,1
finish,1
fix,1
freezes,1
frustrating,1
frustration,1
function,1
glitches,1
helpful,1
helps,1
icon,1
image,1
incredibly,1
initiating,1
lack,1
level,1
limited,1
listen,1
locations,1
lots,1
love,1
lower,1
main,1
major,1
makes,1
message,1
mimics,1
minor,1
motor,1
move,1
moves,1
multiple,1
naturally,1
navigation,1
nonverbal,1
occurring,1
opposite,1
pages,1
patterns,1
person,1
picking,1
picture,1
pictures,1
power,1
presses,1
price,1
program,1
progress,1
proloquo2go,1
purchase,1
ready,1
reduce,1
relearn,1
relies,1
reviews,1
robust,1
roll,1
saves,1
screen,1
select,1
sentence,1
service,1
single,1
son,1
sound,1
speak,1
special,1
stopped,1
strip,1
talk,1
teacher,1
tested,1
time,1
touchchathd,1
troubleshooting,1
types,1
verbal,1
versatile,1
voice,1
